customer_id,gender,age_group,state,job_industry_category,job_title,online_order,order_status,wealth_segment,brand,product_line,product_class,product_size,tenure,tenure_period,past_3_years_bike_related_purchases,valuation_category,property_valuation,product_margin
1805,Female,40-50,NSW,Financial Services,Budget/Accounting Analyst II,0.0,Approved,Mass Customer,Norco Bicycles,Mountain,low,small,12.0,10-15,90,3-6,3,0.11000101651104367
1808,Male,50-60,NSW,Retail,Information Systems Manager,0.0,Approved,High Net Worth,Solex,Standard,medium,medium,17.0,>15,98,>9,9,0.37527187552283753
1809,Female,60-70,NSW,Health,Programmer II,1.0,Approved,Mass Customer,Norco Bicycles,Standard,high,small,19.0,>15,67,6-9,7,0.10999927794358343
1810,Male,60-70,NSW,Manufacturing,Geological Engineer,1.0,Approved,High Net Worth,Trek Bicycles,Standard,high,medium,16.0,>15,98,>9,9,0.4000111610256982
1812,Female,60-70,NSW,Health,Clinical Specialist,0.0,Approved,Affluent Customer,Norco Bicycles,Standard,medium,small,14.0,10-15,20,>9,9,0.11000085258760335
1813,Female,20-30,QLD,Manufacturing,Technical Writer,0.0,Approved,Mass Customer,Norco Bicycles,Standard,medium,medium,1.0,<5,45,>9,9,0.47414469201198267
1814,Female,30-40,NSW,Retail,Web Designer IV,0.0,Approved,Affluent Customer,OHM Cycles,Touring,low,medium,17.0,>15,33,3-6,5,0.12974922418854307
1815,Female,>70,NSW,Argiculture,Software Test Engineer I,1.0,Approved,Mass Customer,WeareA2B,Standard,medium,small,19.0,>15,23,6-9,8,0.24998578657115245
1818,Female,50-60,VIC,Entertainment,Assistant Media Planner,0.0,Approved,Mass Customer,WeareA2B,Standard,medium,medium,11.0,10-15,64,6-9,8,0.9896042820457287
1819,Female,20-30,VIC,Entertainment,Graphic Designer,0.0,Approved,Mass Customer,Trek Bicycles,Road,low,small,8.0,5-10,26,>9,12,0.11000174347649211
1820,Male,20-30,NSW,IT,Software Engineer II,1.0,Approved,Affluent Customer,Norco Bicycles,Road,medium,medium,5.0,5-10,12,>9,10,0.2500046007471613
1821,Male,50-60,NSW,Entertainment,Web Developer IV,1.0,Approved,High Net Worth,Giant Bicycles,Standard,medium,medium,15.0,>15,89,>9,9,0.3196864980406127
1824,Female,60-70,VIC,Manufacturing,Safety Technician III,1.0,Approved,Affluent Customer,Giant Bicycles,Standard,medium,small,5.0,5-10,12,6-9,6,0.11000122003294088
1825,Male,50-60,VIC,Financial Services,VP Quality Control,0.0,Approved,Mass Customer,Trek Bicycles,Standard,medium,large,17.0,>15,82,3-6,5,0.8140446671479867
1826,Male,60-70,NSW,Manufacturing,Chemical Engineer,0.0,Approved,High Net Worth,Giant Bicycles,Standard,medium,medium,7.0,5-10,33,>9,11,0.3196864980406127
1827,Female,40-50,QLD,Retail,Sales Representative,0.0,Approved,Affluent Customer,Trek Bicycles,Road,medium,large,18.0,>15,92,3-6,4,0.6838965468089263
1828,Female,30-40,QLD,Manufacturing,Junior Executive,0.0,Approved,Affluent Customer,Giant Bicycles,Standard,medium,large,14.0,10-15,65,6-9,7,0.3923683727756375
1830,Male,30-40,NSW,Manufacturing,Software Consultant,0.0,Approved,High Net Worth,Solex,Standard,medium,medium,12.0,10-15,98,6-9,8,0.8287370915427438
1831,Male,40-50,VIC,Health,Social Worker,0.0,Approved,Mass Customer,OHM Cycles,Standard,high,medium,15.0,>15,58,3-6,3,0.4000013715821887
1832,Female,50-60,QLD,Manufacturing,Programmer Analyst III,1.0,Approved,Mass Customer,WeareA2B,Touring,medium,medium,12.0,10-15,53,3-6,3,0.7523317969836638
1833,Male,50-60,QLD,Financial Services,Actuary,1.0,Approved,High Net Worth,Trek Bicycles,Standard,medium,large,19.0,>15,67,3-6,3,0.8140446671479867
1834,Male,40-50,QLD,Financial Services,Director of Sales,0.0,Approved,High Net Worth,WeareA2B,Touring,medium,medium,11.0,10-15,84,3-6,4,0.7523317969836638
1835,Male,30-40,NSW,Financial Services,Financial Advisor,0.0,Approved,Affluent Customer,Norco Bicycles,Mountain,low,small,1.0,<5,48,>9,10,0.11000101651104367
1836,Female,60-70,NSW,Health,Research Nurse,1.0,Approved,Mass Customer,Giant Bicycles,Touring,medium,large,13.0,10-15,54,>9,11,0.5389734093928932
1837,Male,50-60,NSW,Manufacturing,Account Coordinator,0.0,Approved,Mass Customer,WeareA2B,Standard,medium,medium,19.0,>15,9,6-9,8,0.4608385896446885
1838,Female,50-60,VIC,Financial Services,Business Systems Development Analyst,0.0,Approved,Affluent Customer,OHM Cycles,Standard,low,medium,12.0,10-15,14,>9,11,0.8612602666399024
1839,Female,30-40,QLD,Entertainment,Internal Auditor,0.0,Approved,High Net Worth,OHM Cycles,Road,high,large,5.0,5-10,60,6-9,8,0.3996669442131557
1840,Male,40-50,NSW,Argiculture,Staff Scientist,0.0,Approved,High Net Worth,OHM Cycles,Standard,high,medium,20.0,>15,22,>9,10,0.4000013715821887
1841,Male,20-30,NSW,Argiculture,Administrative Assistant III,0.0,Approved,Affluent Customer,Solex,Standard,medium,large,2.0,<5,63,>9,11,0.2500246767347744
1842,Male,40-50,NSW,Financial Services,Accountant IV,0.0,Approved,Mass Customer,Giant Bicycles,Standard,medium,small,8.0,5-10,89,6-9,8,0.11000122003294088
1845,Male,40-50,NSW,Financial Services,General Manager,1.0,Approved,Mass Customer,Giant Bicycles,Standard,medium,large,6.0,5-10,34,>9,12,0.07221363859821617
1846,Female,40-50,VIC,Manufacturing,Senior Editor,0.0,Approved,Affluent Customer,Solex,Standard,medium,medium,7.0,5-10,4,>9,10,0.8074928084441324
1847,Female,40-50,NSW,Manufacturing,Executive Secretary,1.0,Approved,Mass Customer,OHM Cycles,Standard,high,medium,6.0,5-10,68,<3,1,0.4000013715821887
1848,Male,40-50,NSW,Manufacturing,Information Systems Manager,0.0,Approved,Mass Customer,Trek Bicycles,Standard,medium,large,9.0,5-10,22,3-6,3,0.8140446671479867
1850,Male,40-50,NSW,Manufacturing,Biostatistician II,1.0,Approved,High Net Worth,Solex,Standard,low,medium,7.0,5-10,4,>9,9,0.9422335930534558
1852,Female,40-50,VIC,Manufacturing,Research Associate,0.0,Approved,Affluent Customer,Trek Bicycles,Standard,medium,large,18.0,>15,22,6-9,6,0.5940290178571429
1855,Male,50-60,VIC,Entertainment,Librarian,1.0,Approved,Mass Customer,Solex,Standard,medium,large,18.0,>15,2,6-9,7,0.30896039790497
1856,Female,50-60,NSW,Retail,Associate Professor,0.0,Approved,Mass Customer,Norco Bicycles,Standard,low,medium,4.0,<5,57,>9,10,0.21887060099714212
1857,Male,50-60,VIC,Manufacturing,Marketing Manager,0.0,Approved,Affluent Customer,Giant Bicycles,Standard,high,medium,5.0,5-10,57,>9,10,0.3999982287247704
1859,Female,30-40,NSW,IT,Accountant IV,1.0,Approved,High Net Worth,Solex,Standard,medium,medium,12.0,10-15,81,6-9,7,0.9328546386192018
1860,Female,40-50,QLD,Manufacturing,Nuclear Power Engineer,1.0,Approved,Mass Customer,WeareA2B,Standard,medium,medium,17.0,>15,4,6-9,6,0.9896042820457287
1861,Female,50-60,NSW,Manufacturing,Geological Engineer,0.0,Approved,Mass Customer,Giant Bicycles,Standard,medium,medium,8.0,5-10,26,6-9,7,0.3196864980406127
1863,Male,40-50,NSW,Telecommunications,VP Product Management,1.0,Approved,High Net Worth,OHM Cycles,Standard,low,medium,20.0,>15,10,<3,1,0.8612602666399024
1864,Female,60-70,QLD,Retail,Senior Quality Engineer,0.0,Approved,Mass Customer,Norco Bicycles,Road,medium,medium,18.0,>15,45,6-9,7,0.2500046007471613
1866,Male,30-40,NSW,Manufacturing,Marketing Manager,0.0,Approved,Mass Customer,Trek Bicycles,Standard,medium,large,2.0,<5,27,>9,12,0.5940290178571429
1868,Female,30-40,QLD,Retail,Assistant Manager,0.0,Approved,Mass Customer,WeareA2B,Touring,medium,large,10.0,10-15,11,3-6,5,0.8623881844487116
1869,Female,40-50,QLD,Financial Services,Geologist IV,0.0,Approved,High Net Worth,Giant Bicycles,Standard,medium,large,9.0,5-10,73,6-9,7,0.678676044683492
1871,Female,30-40,QLD,Financial Services,Senior Cost Accountant,0.0,Approved,High Net Worth,Solex,Standard,medium,large,8.0,5-10,52,3-6,4,0.2500246767347744
1872,Male,50-60,NSW,Manufacturing,Help Desk Technician,1.0,Approved,Mass Customer,Solex,Standard,low,medium,14.0,10-15,75,6-9,6,0.9422335930534558
1873,Male,30-40,VIC,Manufacturing,General Manager,1.0,Approved,Affluent Customer,Trek Bicycles,Standard,low,medium,4.0,<5,49,>9,10,0.8539966525139242
1875,Male,60-70,QLD,Retail,Staff Scientist,1.0,Approved,High Net Worth,Giant Bicycles,Road,medium,medium,19.0,>15,4,6-9,8,0.4609126764956238
1876,Male,40-50,NSW,Financial Services,Recruiting Manager,1.0,Approved,Affluent Customer,Giant Bicycles,Standard,high,small,21.0,>15,16,>9,10,0.11000020228992191
1877,Male,50-60,QLD,Financial Services,Associate Professor,1.0,Approved,High Net Worth,Norco Bicycles,Road,medium,large,16.0,>15,13,3-6,4,0.3589505849344115
1878,Male,60-70,QLD,Health,Account Coordinator,0.0,Approved,Affluent Customer,WeareA2B,Standard,medium,small,10.0,10-15,6,<3,1,0.24998578657115245
1879,Male,50-60,NSW,Manufacturing,Account Representative I,1.0,Approved,High Net Worth,Solex,Standard,medium,large,5.0,5-10,4,6-9,8,0.2500246767347744
1885,Male,40-50,NSW,Health,Software Consultant,0.0,Approved,High Net Worth,Solex,Standard,low,medium,11.0,10-15,18,6-9,8,0.4629010412257682
1886,Female,40-50,NSW,IT,Nurse,1.0,Approved,Affluent Customer,Norco Bicycles,Standard,low,medium,18.0,>15,35,>9,9,0.19999449050990323
1887,Female,50-60,VIC,IT,Director of Sales,0.0,Approved,Affluent Customer,WeareA2B,Standard,medium,medium,8.0,5-10,22,>9,9,0.9385411722158179
1890,Male,50-60,QLD,Financial Services,Analyst Programmer,0.0,Approved,Mass Customer,WeareA2B,Standard,medium,medium,7.0,5-10,89,6-9,7,0.24991713622804118
1891,Male,30-40,NSW,Retail,Marketing Manager,0.0,Approved,Mass Customer,Norco Bicycles,Standard,medium,small,19.0,>15,6,6-9,8,0.11000085258760335
1895,Female,40-50,VIC,Manufacturing,Technical Writer,0.0,Approved,Mass Customer,Giant Bicycles,Road,medium,medium,15.0,>15,53,>9,11,0.24999369403455673
1898,Female,40-50,QLD,Manufacturing,Developer III,0.0,Approved,Affluent Customer,Giant Bicycles,Road,medium,medium,12.0,10-15,67,>9,9,0.4609126764956238
1900,Male,40-50,QLD,Financial Services,Safety Technician II,1.0,Approved,Affluent Customer,Norco Bicycles,Road,high,large,19.0,>15,67,6-9,6,0.39999741778885256
1901,Male,40-50,QLD,Argiculture,Budget/Accounting Analyst I,1.0,Approved,Affluent Customer,OHM Cycles,Standard,medium,medium,8.0,5-10,40,6-9,6,0.8722810370407624
1902,Female,50-60,VIC,Financial Services,Environmental Tech,0.0,Approved,Mass Customer,Trek Bicycles,Mountain,low,medium,4.0,<5,48,>9,9,0.20000348043992763
1904,Female,40-50,NSW,IT,Technical Writer,1.0,Approved,High Net Worth,OHM Cycles,Standard,medium,medium,14.0,10-15,60,<3,1,0.46921020243602257
1907,Male,40-50,NSW,Health,VP Sales,0.0,Approved,High Net Worth,Norco Bicycles,Standard,low,medium,18.0,>15,69,6-9,8,0.19999449050990323
1908,Female,60-70,NSW,Financial Services,Help Desk Technician,0.0,Approved,High Net Worth,Trek Bicycles,Standard,high,medium,6.0,5-10,2,6-9,8,0.4000111610256982
1909,Female,30-40,NSW,Argiculture,Research Assistant II,1.0,Approved,Affluent Customer,Trek Bicycles,Standard,high,medium,13.0,10-15,32,6-9,7,0.4000111610256982
1910,Female,60-70,NSW,Property,Systems Administrator I,0.0,Approved,High Net Worth,Norco Bicycles,Standard,medium,medium,14.0,10-15,20,<3,2,0.47414469201198267
1911,Male,40-50,QLD,Manufacturing,Director of Sales,0.0,Approved,Mass Customer,Giant Bicycles,Standard,high,small,3.0,<5,22,6-9,7,0.11000020228992191
1912,Male,30-40,NSW,Manufacturing,Account Coordinator,0.0,Approved,High Net Worth,OHM Cycles,Road,high,large,7.0,5-10,36,<3,2,0.3996669442131557
1913,Female,50-60,NSW,Health,Dental Hygienist,1.0,Approved,Mass Customer,Solex,Standard,medium,medium,17.0,>15,36,6-9,6,0.8074928084441324
1914,Male,50-60,QLD,Financial Services,VP Product Management,1.0,Approved,Mass Customer,Solex,Standard,medium,medium,5.0,5-10,72,6-9,6,0.8074928084441324
1915,Female,>70,VIC,Health,Social Worker,1.0,Approved,Mass Customer,Trek Bicycles,Standard,medium,large,12.0,10-15,40,6-9,8,0.8140446671479867
1916,Male,20-30,NSW,Retail,Computer Systems Analyst II,0.0,Approved,High Net Worth,Solex,Standard,medium,medium,7.0,5-10,71,3-6,4,0.24996503007413623
1917,Female,50-60,NSW,Argiculture,Senior Sales Associate,0.0,Approved,Affluent Customer,Norco Bicycles,Standard,high,medium,8.0,5-10,7,3-6,4,0.40000348237916156
1919,Male,60-70,QLD,Argiculture,VP Product Management,0.0,Approved,Mass Customer,OHM Cycles,Standard,medium,medium,19.0,>15,40,6-9,8,0.3719018364919256
1920,Male,30-40,NSW,Financial Services,Sales Associate,1.0,Approved,Mass Customer,Norco Bicycles,Standard,medium,medium,13.0,10-15,29,<3,1,0.24999999999999992
1923,Male,50-60,VIC,Health,Health Coach IV,1.0,Approved,Mass Customer,Trek Bicycles,Road,low,medium,9.0,5-10,52,>9,9,0.7608759957975051
1926,Male,60-70,QLD,Financial Services,Senior Cost Accountant,0.0,Approved,High Net Worth,Solex,Standard,high,large,10.0,10-15,72,3-6,5,0.4000010852343021
1927,Female,40-50,VIC,Manufacturing,Software Test Engineer I,0.0,Approved,Affluent Customer,Giant Bicycles,Standard,medium,medium,8.0,5-10,11,>9,10,0.3196864980406127
1928,Male,40-50,NSW,Manufacturing,Chemical Engineer,0.0,Approved,High Net Worth,WeareA2B,Standard,low,medium,13.0,10-15,2,>9,9,0.19999688623873196
1929,Female,30-40,VIC,Health,Food Chemist,1.0,Approved,Affluent Customer,Solex,Standard,medium,medium,20.0,>15,79,6-9,7,0.25002491280518174
1930,Male,20-30,VIC,Manufacturing,Speech Pathologist,1.0,Approved,High Net Worth,Solex,Standard,low,medium,3.0,<5,27,<3,1,0.9422335930534558
1931,Male,50-60,QLD,Health,Senior Developer,1.0,Approved,Affluent Customer,Norco Bicycles,Road,medium,medium,6.0,5-10,85,3-6,5,0.3073430750850106
1932,Female,40-50,VIC,Entertainment,Librarian,1.0,Approved,Affluent Customer,Norco Bicycles,Standard,medium,medium,3.0,<5,98,6-9,7,0.6820085776746825
1933,Male,40-50,NSW,Manufacturing,Automation Specialist I,0.0,Approved,Affluent Customer,Giant Bicycles,Touring,medium,large,18.0,>15,72,>9,11,0.5389734093928932
1936,Female,50-60,VIC,Manufacturing,Junior Executive,1.0,Approved,Mass Customer,Norco Bicycles,Standard,high,medium,12.0,10-15,36,<3,1,0.40000348237916156
1937,Male,50-60,NSW,Health,Quality Engineer,0.0,Approved,Mass Customer,WeareA2B,Standard,medium,medium,19.0,>15,69,3-6,3,0.8687406083742842
1940,Female,40-50,QLD,Manufacturing,Teacher,0.0,Approved,High Net Worth,WeareA2B,Standard,medium,medium,8.0,5-10,52,6-9,6,0.7839591373012966
1941,Male,30-40,QLD,Entertainment,Librarian,0.0,Approved,Mass Customer,WeareA2B,Touring,medium,large,2.0,<5,83,6-9,8,0.8623881844487116
1942,Male,30-40,NSW,Financial Services,Programmer Analyst II,0.0,Approved,High Net Worth,Trek Bicycles,Road,low,medium,19.0,>15,0,>9,9,0.7608759957975051
1943,Male,30-40,NSW,Financial Services,Senior Cost Accountant,0.0,Approved,Affluent Customer,WeareA2B,Standard,low,medium,13.0,10-15,35,>9,11,0.19999688623873196
1944,Male,40-50,VIC,Argiculture,Programmer III,0.0,Approved,High Net Worth,Solex,Road,medium,small,8.0,5-10,73,6-9,8,0.11000164365548974
1947,Female,60-70,NSW,Telecommunications,Geologist II,0.0,Approved,Affluent Customer,WeareA2B,Standard,low,medium,18.0,>15,66,6-9,8,0.19999688623873196
1949,Female,>70,NSW,Manufacturing,Legal Assistant,0.0,Approved,Mass Customer,Giant Bicycles,Standard,high,medium,7.0,5-10,9,6-9,7,0.3999982287247704
1950,Male,60-70,NSW,Manufacturing,Web Developer II,1.0,Approved,Affluent Customer,WeareA2B,Standard,medium,small,19.0,>15,27,6-9,6,0.1099992226203349
1951,Male,20-30,VIC,Manufacturing,Health Coach II,0.0,Approved,Mass Customer,OHM Cycles,Standard,medium,medium,2.0,<5,93,6-9,6,0.9726861750870548
1952,Female,50-60,QLD,Health,Payment Adjustment Coordinator,1.0,Approved,Mass Customer,OHM Cycles,Standard,low,medium,9.0,5-10,35,6-9,8,0.19997189432265314
1953,Female,40-50,VIC,Financial Services,Paralegal,1.0,Approved,High Net Worth,WeareA2B,Standard,medium,medium,12.0,10-15,23,>9,12,0.8687406083742842
1954,Male,50-60,NSW,Manufacturing,VP Sales,1.0,Approved,Affluent Customer,Trek Bicycles,Standard,high,medium,5.0,5-10,88,>9,9,0.4000111610256982
1957,Male,40-50,VIC,Property,Accountant IV,0.0,Approved,Affluent Customer,WeareA2B,Standard,medium,medium,4.0,<5,1,>9,10,0.5691775706105286
1959,Male,40-50,QLD,Health,Director of Sales,0.0,Approved,Mass Customer,Solex,Standard,medium,medium,16.0,>15,3,>9,9,0.43618702038265217
1962,Male,40-50,NSW,Retail,Sales Representative,0.0,Approved,Mass Customer,Giant Bicycles,Road,low,small,22.0,>15,13,3-6,4,0.11000237183613992
1963,Male,20-30,QLD,Argiculture,Biostatistician I,1.0,Approved,Mass Customer,WeareA2B,Touring,medium,large,4.0,<5,81,6-9,8,0.8623881844487116
1964,Female,50-60,QLD,Financial Services,Mechanical Systems Engineer,0.0,Approved,Affluent Customer,WeareA2B,Standard,medium,small,9.0,5-10,60,6-9,7,0.1099992226203349
1965,Male,50-60,NSW,Retail,Web Designer III,0.0,Approved,Mass Customer,Norco Bicycles,Standard,medium,small,3.0,<5,81,>9,9,0.11000378245925649
1968,Female,20-30,QLD,Entertainment,Librarian,1.0,Approved,Mass Customer,Norco Bicycles,Standard,medium,medium,1.0,<5,31,3-6,3,0.47414469201198267
1969,Male,60-70,VIC,IT,Teacher,0.0,Approved,Mass Customer,Solex,Standard,medium,medium,19.0,>15,54,6-9,8,0.25000434578545727
1970,Male,40-50,VIC,Manufacturing,Desktop Support Technician,0.0,Approved,Mass Customer,OHM Cycles,Standard,medium,medium,7.0,5-10,51,>9,10,0.9726861750870548
1973,Female,40-50,NSW,Financial Services,Media Manager IV,1.0,Approved,High Net Worth,Solex,Standard,low,medium,5.0,5-10,52,>9,10,0.9422335930534558
1975,Female,50-60,QLD,Health,Product Engineer,1.0,Approved,Affluent Customer,OHM Cycles,Standard,low,medium,4.0,<5,39,>9,9,0.19997189432265314
1978,Female,60-70,VIC,Health,Dental Hygienist,0.0,Cancelled,Mass Customer,Giant Bicycles,Road,low,small,16.0,>15,53,>9,9,0.11000237183613992
1980,Male,30-40,NSW,Health,Food Chemist,1.0,Approved,High Net Worth,Giant Bicycles,Touring,medium,large,7.0,5-10,97,6-9,8,0.5389734093928932
1983,Female,60-70,QLD,Entertainment,Assistant Media Planner,0.0,Approved,Affluent Customer,WeareA2B,Standard,medium,medium,18.0,>15,6,3-6,4,0.7271471088435374
1984,Male,20-30,NSW,Health,Information Systems Manager,1.0,Approved,Mass Customer,Trek Bicycles,Standard,medium,large,1.0,<5,70,>9,10,0.8140446671479867
1987,Male,60-70,NSW,Health,Research Associate,0.0,Approved,Affluent Customer,Norco Bicycles,Standard,low,medium,8.0,5-10,56,>9,12,0.21887060099714212
1988,Male,60-70,VIC,Property,Recruiting Manager,1.0,Approved,Mass Customer,Giant Bicycles,Standard,medium,small,8.0,5-10,27,3-6,5,0.11000122003294088
1989,Female,50-60,NSW,Property,Graphic Designer,0.0,Approved,High Net Worth,Giant Bicycles,Standard,medium,large,17.0,>15,46,6-9,6,0.3923683727756375
1991,Male,30-40,NSW,Health,Research Nurse,0.0,Approved,Mass Customer,Norco Bicycles,Standard,medium,medium,8.0,5-10,35,>9,10,0.47414469201198267
1992,Female,20-30,NSW,Manufacturing,Web Developer I,0.0,Approved,Mass Customer,OHM Cycles,Standard,medium,medium,3.0,<5,28,>9,10,0.8722810370407624
1996,Male,30-40,QLD,Manufacturing,Structural Engineer,0.0,Approved,Mass Customer,Trek Bicycles,Road,medium,medium,4.0,<5,4,6-9,8,0.25972059734361025
1999,Female,60-70,QLD,Manufacturing,Nuclear Power Engineer,0.0,Approved,Mass Customer,Norco Bicycles,Road,high,large,7.0,5-10,6,>9,10,0.39999741778885256
2001,Female,40-50,NSW,Manufacturing,Analog Circuit Design manager,1.0,Approved,Mass Customer,OHM Cycles,Standard,low,medium,3.0,<5,21,3-6,4,0.8612602666399024
2003,Female,60-70,QLD,Manufacturing,Statistician III,1.0,Approved,High Net Worth,Trek Bicycles,Road,low,small,8.0,5-10,80,6-9,7,0.11000174347649211
2004,Male,60-70,NSW,Manufacturing,Nuclear Power Engineer,0.0,Approved,Affluent Customer,Trek Bicycles,Mountain,low,medium,10.0,10-15,16,<3,1,0.20000348043992763
2005,Female,40-50,VIC,Manufacturing,Accountant I,1.0,Approved,High Net Worth,Norco Bicycles,Standard,medium,medium,17.0,>15,41,>9,10,0.6820085776746825
2006,Female,20-30,NSW,Property,Senior Developer,1.0,Approved,High Net Worth,OHM Cycles,Standard,medium,medium,2.0,<5,33,3-6,4,0.46921020243602257
2007,Male,50-60,NSW,Manufacturing,Programmer I,1.0,Approved,Mass Customer,WeareA2B,Touring,medium,large,15.0,>15,8,6-9,8,0.8623881844487116
2008,Male,30-40,QLD,Financial Services,Analyst Programmer,1.0,Approved,Mass Customer,Giant Bicycles,Road,medium,medium,3.0,<5,77,<3,2,0.4609126764956238
2009,Female,60-70,NSW,Health,Staff Accountant IV,0.0,Approved,Affluent Customer,OHM Cycles,Standard,medium,medium,19.0,>15,19,6-9,8,0.2499728053954096
2010,Male,50-60,NSW,Manufacturing,Data Coordiator,1.0,Approved,High Net Worth,Solex,Road,medium,small,7.0,5-10,88,>9,11,0.11000164365548974
2011,Male,40-50,NSW,Manufacturing,VP Sales,1.0,Approved,High Net Worth,Solex,Standard,high,medium,12.0,10-15,68,>9,12,0.39999609626607857
2012,Female,50-60,NSW,Health,Health Coach I,0.0,Approved,High Net Worth,OHM Cycles,Standard,medium,medium,4.0,<5,55,6-9,8,0.2499728053954096
2013,Female,20-30,NSW,Health,Registered Nurse,0.0,Approved,Affluent Customer,Solex,Standard,medium,medium,19.0,>15,99,6-9,8,0.4760733551818349
2014,Female,30-40,NSW,Manufacturing,Associate Professor,0.0,Approved,Mass Customer,OHM Cycles,Standard,medium,medium,8.0,5-10,49,>9,10,0.845044492175514
2015,Female,50-60,NSW,Health,Health Coach IV,1.0,Approved,Affluent Customer,Giant Bicycles,Standard,high,medium,7.0,5-10,6,>9,9,0.3999982287247704
2016,Female,20-30,NSW,Retail,Executive Secretary,0.0,Approved,Affluent Customer,WeareA2B,Road,low,small,1.0,<5,89,>9,11,0.1100035812343321
2017,Male,20-30,NSW,Financial Services,Programmer II,1.0,Approved,Affluent Customer,Trek Bicycles,Standard,low,medium,6.0,5-10,67,>9,11,0.8539966525139242
2018,Male,60-70,NSW,Financial Services,Senior Developer,0.0,Approved,Affluent Customer,Trek Bicycles,Standard,medium,small,12.0,10-15,80,>9,11,0.11000050681097635
2019,Female,>70,QLD,Entertainment,VP Marketing,1.0,Approved,High Net Worth,Trek Bicycles,Road,low,small,17.0,>15,48,<3,2,0.11000174347649211
2020,Female,50-60,VIC,Property,Biostatistician IV,0.0,Approved,Affluent Customer,Giant Bicycles,Standard,medium,medium,14.0,10-15,50,6-9,8,0.3196864980406127
2024,Female,20-30,QLD,IT,VP Sales,1.0,Approved,Mass Customer,WeareA2B,Standard,medium,medium,2.0,<5,69,3-6,3,0.9385411722158179
2026,Female,30-40,NSW,Property,Structural Engineer,0.0,Approved,Mass Customer,Giant Bicycles,Touring,medium,large,7.0,5-10,62,6-9,7,0.5389734093928932
2028,Female,40-50,NSW,Retail,Director of Sales,0.0,Approved,Affluent Customer,Norco Bicycles,Standard,medium,small,18.0,>15,25,6-9,8,0.11000085258760335
2029,Male,30-40,QLD,Manufacturing,Nurse,1.0,Approved,Mass Customer,Solex,Standard,medium,medium,7.0,5-10,10,6-9,8,0.9328546386192018
2030,Male,60-70,VIC,Property,Administrative Officer,1.0,Approved,High Net Worth,Giant Bicycles,Standard,medium,large,15.0,>15,3,6-9,7,0.678676044683492
2032,Male,40-50,NSW,Property,Quality Control Specialist,0.0,Approved,Mass Customer,WeareA2B,Standard,medium,medium,9.0,5-10,98,6-9,8,0.7839591373012966
2033,Male,50-60,NSW,Health,Dental Hygienist,0.0,Approved,High Net Worth,Giant Bicycles,Road,medium,medium,10.0,10-15,36,>9,10,0.4609126764956238
2034,Female,50-60,NSW,Manufacturing,Speech Pathologist,1.0,Approved,Mass Customer,Trek Bicycles,Mountain,low,medium,8.0,5-10,87,>9,11,0.20000348043992763
2037,Male,30-40,NSW,IT,VP Marketing,0.0,Approved,Mass Customer,Norco Bicycles,Mountain,low,small,6.0,5-10,19,3-6,3,0.11000101651104367
2038,Female,60-70,VIC,Financial Services,Structural Engineer,1.0,Approved,Mass Customer,Giant Bicycles,Standard,high,medium,5.0,5-10,9,<3,2,0.3999982287247704
2039,Female,40-50,NSW,IT,Senior Developer,0.0,Approved,High Net Worth,Solex,Standard,medium,medium,7.0,5-10,38,6-9,8,0.49370644992224355
2040,Male,50-60,QLD,Retail,VP Sales,0.0,Approved,Affluent Customer,Norco Bicycles,Standard,medium,small,12.0,10-15,25,>9,9,0.11000378245925649
2041,Male,60-70,NSW,Financial Services,VP Accounting,0.0,Approved,Mass Customer,Norco Bicycles,Road,medium,medium,17.0,>15,52,>9,9,0.3073430750850106
2042,Male,50-60,VIC,Health,Registered Nurse,1.0,Approved,Mass Customer,Norco Bicycles,Standard,medium,medium,17.0,>15,65,3-6,4,0.6820085776746825
2044,Female,20-30,NSW,Health,Quality Engineer,1.0,Approved,Mass Customer,WeareA2B,Standard,medium,medium,1.0,<5,84,>9,12,0.9385411722158179
2045,Female,30-40,NSW,Financial Services,VP Sales,0.0,Approved,High Net Worth,Trek Bicycles,Standard,medium,large,15.0,>15,15,>9,11,0.5940290178571429
2047,Female,40-50,QLD,Financial Services,Paralegal,1.0,Approved,Affluent Customer,Solex,Standard,low,medium,21.0,>15,45,6-9,7,0.9422335930534558
2048,Female,60-70,NSW,Financial Services,Financial Advisor,1.0,Approved,High Net Worth,Solex,Standard,medium,medium,13.0,10-15,22,6-9,8,0.43618702038265217
2049,Male,60-70,NSW,Manufacturing,Assistant Professor,0.0,Approved,High Net Worth,OHM Cycles,Standard,medium,medium,5.0,5-10,21,6-9,8,0.9726861750870548
2051,Female,60-70,NSW,Manufacturing,Geological Engineer,1.0,Approved,Affluent Customer,WeareA2B,Standard,medium,medium,20.0,>15,8,>9,12,0.9385411722158179
2055,Male,40-50,NSW,Retail,Administrative Assistant III,0.0,Approved,High Net Worth,Solex,Standard,high,medium,7.0,5-10,46,3-6,3,0.4000026731892484
2056,Female,30-40,NSW,Property,Biostatistician IV,1.0,Approved,High Net Worth,Giant Bicycles,Road,medium,medium,22.0,>15,65,6-9,8,0.24999369403455673
2057,Female,60-70,VIC,Manufacturing,Accounting Assistant IV,1.0,Approved,Affluent Customer,Norco Bicycles,Standard,medium,medium,15.0,>15,99,6-9,8,0.6820085776746825
